id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8091,M,1.6,1.275,0.4375,41.8722115,17.179797,8.60407325,12.6155275,11.0
8092,F,1.6125,1.3375,0.4625,38.498621,18.32795175,8.60407325,10.2908685,10.0
8093,M,1.6125,1.2125,0.4,33.1972645,14.21727425,8.0796075,8.9300925,12.0
8094,I,1.1375,0.8375,0.275,12.6722265,4.7910655,2.324659,3.5436875,9.0
8095,F,1.6375,1.275,0.4,36.457457,17.08057375,6.90310325,9.355335,11.0
8096,F,1.4625,1.1375,0.4375,27.78251,8.5898985,6.36446275,9.4970825,17.0
8097,F,1.45,1.15,0.4375,28.519597,11.35397475,6.36446275,8.0796075,10.0
8098,M,1.625,1.25,0.475,35.6920205,13.36678925,9.05766525,12.190285,23.0
8099,M,1.5875,1.2375,0.45,38.7537665,16.51358375,8.46232575,12.3320325,13.0
8100,I,1.2625,0.975,0.3125,18.58309725,9.76640275,3.742134,4.5642695,8.0
8101,M,1.775,1.3875,0.45,61.6034635,31.6096925,13.8062065,15.30873,11.0
8102,M,1.5875,1.2625,0.3625,35.13920525,15.77649675,8.5898985,8.9300925,10.0
8103,I,1.2,0.95,0.35,17.08057375,6.70465675,4.082328,5.8116475,10.0
8104,I,0.9,0.6625,0.2125,5.5848515,2.67902775,1.11980525,1.70097,6.0
8105,M,1.575,1.2875,0.4125,35.98969025,16.4710595,8.5898985,8.9300925,13.0
8106,M,1.5875,1.2625,0.4125,37.364641,16.6411565,8.74582075,9.4970825,10.0
8107,F,1.325,1.025,0.35,22.66542525,9.015141,5.896696,6.80388,10.0
8108,I,1.45,1.15,0.375,22.509503,10.81533425,4.60679375,7.37087,10.0
8109,I,1.15,0.8875,0.275,15.20950675,7.07320025,2.721552,3.5436875,8.0
8110,M,1.0,0.8125,0.25,8.5331995,3.92640575,1.7293195,2.9766975,10.0
8111,F,1.2125,0.975,0.3625,19.050864,9.2702865,4.09650275,4.9611625,10.0
8112,M,1.5875,1.2625,0.45,36.570855,17.6050395,8.66077225,9.7238785,10.0
8113,M,1.3125,1.0,0.3625,21.38969775,9.25611175,5.613201,5.0178615,9.0
8114,M,1.6625,1.3375,0.3875,46.776675,19.9863975,8.37727725,10.77281,11.0
8115,M,1.4375,1.1,0.375,27.499015,12.94154675,6.90310325,7.654365,11.0
8116,F,1.45,1.15,0.375,28.10852925,14.72756525,6.350288,7.04485075,9.0
8117,M,1.6125,1.25,0.4125,37.0527965,18.01610725,8.561549,9.7805775,11.0
8118,I,0.5125,0.3625,0.1375,1.48834875,0.5953395,0.396893,0.46776675,5.0
8119,M,1.625,1.3125,0.375,38.9805625,16.43183775,8.7032965,11.3398,11.0
8120,I,0.85,0.6375,0.225,5.3013565,2.211261,1.14815475,1.8427175,7.0
8121,F,1.375,1.0625,0.3625,21.885814,8.34892775,5.3013565,7.8528115,10.0
8122,I,0.9375,0.7,0.225,6.98815175,3.35941575,1.0489315,1.74349425,6.0
8123,M,1.5,1.175,0.4125,33.6508565,13.67863375,7.484268,9.7805775,14.0
8124,I,1.15,0.8875,0.275,11.38232425,5.613201,1.644271,2.50893075,8.0
8125,F,1.6125,1.3125,0.5,39.745999,16.726205,8.60407325,10.44679075,11.0
8126,F,1.525,1.2,0.4,29.10076175,12.00601325,7.6827145,8.3631025,9.0
8127,F,1.525,1.125,0.3875,26.365035,10.149121,6.56290925,6.6621325,14.0
8128,F,1.2375,0.9625,0.3625,14.44407025,5.82582225,2.9199985,4.6776675,8.0
8129,I,1.175,0.8875,0.3,15.8473705,8.3064035,2.4664065,3.685435,6.0
8130,I,0.8125,0.625,0.225,4.55009475,1.80019325,0.963883,1.2757275,10.0
8131,F,1.525,1.25,0.375,32.95629375,14.04717725,6.67630725,10.489315,11.0
8132,M,1.625,1.225,0.425,36.4291075,17.27902025,8.674947,8.7599955,10.0
8133,I,1.425,1.1,0.4125,24.81998725,9.87980075,5.48562825,7.7961125,9.0
8134,M,1.4125,1.0875,0.3375,20.921931,9.4970825,4.8477645,6.23689,11.0
8135,I,0.925,0.7125,0.25,6.30776375,2.65067825,1.587572,1.984465,7.0
8136,M,0.7,0.525,0.225,3.005047,1.2757275,0.77961125,0.9922325,5.0
8137,I,1.1125,0.8875,0.3,14.8267885,6.2085405,2.891649,4.3941725,8.0
8138,I,1.25,0.975,0.3,16.896302,8.77417025,3.27436725,3.75630875,7.0
8139,F,1.4875,1.225,0.425,32.16250775,13.947954,6.917278,9.63883,13.0
8140,M,1.3625,1.075,0.3625,26.761928,10.02154825,5.71242425,7.2291225,10.0
8141,M,0.6,0.4875,0.15,2.0128145,0.7654365,0.35436875,0.510291,4.0
8142,M,1.6125,1.225,0.4375,41.44444475,18.824068,8.8166945,10.3475675,10.0
8143,M,1.55,1.2125,0.3875,33.6508565,19.674553,6.98815175,7.93786,10.0
8144,F,1.6125,1.225,0.4,31.127751,13.60776,7.27164675,9.922325,10.0
8145,M,1.475,1.125,0.3875,31.70891575,12.06271225,7.3425205,8.788345,15.0
8146,M,1.1,0.875,0.3,12.2753335,5.4147545,2.50893075,3.5436875,9.0
8147,F,1.3,1.0375,0.3875,19.77377625,6.95980225,3.4869885,5.386405,18.0
8148,M,1.5,1.15,0.4375,31.99241075,14.5432935,7.29999625,8.50485,10.0
8149,I,1.2875,1.0,0.3125,18.313777,9.2135875,3.8838815,5.06038575,9.0
8150,I,0.7375,0.5625,0.225,4.6209685,1.871067,0.9355335,1.2757275,7.0
8151,I,1.2,0.9625,0.2875,14.38737125,6.0951425,2.87747425,4.819415,10.0
8152,F,1.5,1.1625,0.3875,31.808139,15.4504775,6.973977,7.55514175,10.0
8153,F,1.6125,1.225,0.4625,38.51279575,17.70426275,10.8578585,9.922325,9.0
8154,F,1.5625,1.175,0.3875,30.333965,14.92601175,5.9250455,8.20718025,11.0
8155,F,1.65,1.25,0.4125,30.674159,13.437663,7.3992195,9.4970825,13.0
8156,F,1.3875,1.05,0.35,22.66542525,9.42620875,6.4353365,6.7755305,8.0
8157,I,0.9125,0.675,0.2125,5.443104,2.2963095,1.37495075,1.984465,7.0
8158,M,1.3875,1.1,0.375,24.8058125,10.47514025,5.71242425,7.2291225,9.0
8159,F,1.1,0.8875,0.3125,12.43125575,5.6982495,2.6932025,4.1106775,9.0
8160,F,1.375,1.0875,0.3625,22.4244545,10.77281,4.3374735,6.80388,14.0
8161,I,0.4375,0.3375,0.1125,0.86465975,0.3118445,0.21262125,0.2551455,5.0
8162,I,1.1875,0.8375,0.275,12.5021295,5.11708475,2.73572675,4.1106775,9.0
8163,I,1.0625,0.8125,0.25,10.6310625,4.46504625,2.097863,2.9766975,6.0
8164,I,1.05,0.775,0.2375,8.50485,3.96893,1.8994165,2.1829115,7.0
8165,F,1.5625,1.2,0.4125,32.24755625,13.2959155,7.41339425,10.20582,11.0
8166,I,0.7875,0.625,0.1875,4.63514325,1.71514475,0.92135875,1.14815475,5.0
8167,F,1.6875,1.3125,0.45,47.62716,21.16290175,12.94154675,11.1980525,11.0
8168,F,1.3875,1.0625,0.3625,22.963095,8.561549,4.46504625,5.96756975,12.0
8169,M,1.25,0.9375,0.325,17.179797,8.0796075,3.8271825,4.762716,8.0
8170,I,0.9625,0.7125,0.2375,8.9300925,3.458639,1.7293195,2.4097075,6.0
8171,I,1.225,0.9375,0.275,16.40018575,7.01650125,4.082328,4.35164825,8.0
8172,I,0.8125,0.6,0.1875,4.309124,1.97029025,1.2757275,1.2757275,6.0
8173,M,1.7375,1.375,0.475,48.7327905,16.612807,10.95708175,17.0097,17.0
8174,M,1.6,1.2625,0.4375,36.4291075,16.37183625,8.71747125,9.63883,12.0
8175,M,0.9875,0.75,0.3,9.7238785,3.44446425,2.42388225,3.8271825,12.0
8176,F,1.5375,1.225,0.4125,32.72949775,15.4504775,7.881161,8.9300925,12.0
8177,I,0.9,0.675,0.2,5.556502,2.31048425,1.020582,1.8427175,7.0
8178,F,1.425,1.075,0.3875,27.9242575,9.808927,6.010094,8.788345,15.0
8179,F,1.6125,1.225,0.3875,33.055517,14.84096325,6.577084,8.788345,10.0
8180,I,1.425,1.0875,0.3625,19.80212575,8.34892775,4.2240755,7.2291225,11.0
8181,F,1.4375,1.0875,0.3625,27.499015,9.87980075,6.19436575,7.087375,13.0
8182,M,1.5625,1.2,0.4,35.47939925,16.51358375,7.27164675,8.6465975,10.0
8183,F,1.125,0.825,0.3125,16.40018575,6.5487345,3.10427025,4.1106775,10.0
8184,M,1.6125,1.3,0.4625,33.52328375,14.74174,8.3064035,10.0640725,10.0
8185,F,1.5625,1.25,0.5,38.34269875,12.77144975,7.994559,11.7650425,21.0
8186,I,1.225,0.95,0.3125,16.23008875,7.994559,3.75630875,4.6776675,8.0
8187,I,1.025,0.8125,0.25,8.5331995,3.515338,2.22543575,2.6932025,8.0
8188,M,1.5125,1.1875,0.3625,31.808139,15.4504775,7.257472,8.6465975,11.0
8189,F,1.4125,1.075,0.35,24.720764,11.0846545,5.5281525,8.0796075,8.0
8190,F,1.625,1.3125,0.475,38.7537665,16.782904,9.96484925,12.0485375,10.0
8191,M,1.3125,1.0125,0.3875,20.184844,8.845044,4.37999775,5.953395,8.0
8192,M,1.675,1.325,0.5125,45.20327775,12.9557215,8.4198015,17.293195,16.0
8193,F,1.45,1.1125,0.425,32.31843,13.4660125,6.78970525,10.77281,10.0
8194,M,1.375,1.125,0.35,22.92057075,10.262519,4.9044635,6.690482,8.0
8195,M,0.925,0.725,0.1875,5.6982495,2.721552,1.247378,1.97029025,5.0
8196,I,0.825,0.5625,0.175,5.51397775,2.14038725,0.9922325,1.360776,6.0
8197,I,0.725,0.525,0.15,2.608154,1.06310625,0.623689,0.850485,5.0
8198,M,1.5875,1.2125,0.4375,35.9755155,18.32795175,8.60407325,9.4970825,11.0
8199,M,1.3875,1.1,0.3875,23.74270625,9.525432,4.7910655,7.7961125,10.0
8200,I,1.2375,0.975,0.325,18.4555245,9.31281075,3.86970675,4.40834725,7.0
8201,F,1.15,0.9,0.275,12.984071,5.386405,2.14038725,3.685435,8.0
8202,I,1.35,1.05,0.3375,20.19901875,8.37727725,4.195726,5.5281525,10.0
8203,I,0.975,0.725,0.225,7.95203475,3.55786225,1.80019325,2.4097075,7.0
8204,I,0.875,0.65,0.2,5.62737575,2.05533875,1.26155275,1.984465,8.0
8205,M,1.25,0.9875,0.3375,16.6978555,7.9662095,3.98310475,4.6776675,8.0
8206,I,0.6625,0.525,0.15,2.8066005,1.13398,0.623689,0.850485,5.0
8207,M,1.6125,1.25,0.45,33.29648775,13.5227115,6.67630725,10.489315,14.0
8208,F,0.9625,0.725,0.2375,8.12213175,3.912231,1.4458245,2.05533875,10.0
8209,I,0.9625,0.7375,0.2375,7.994559,2.76407625,1.6159215,2.83495,6.0
8210,I,1.125,0.9,0.275,14.04717725,6.33611325,2.5231055,3.21766825,8.0
8211,M,1.5125,1.225,0.3625,26.7902775,11.623295,5.4714535,7.7961125,9.0
8212,M,0.875,0.65,0.2375,5.6699,2.26796,1.70097,1.70097,8.0
8213,F,1.5625,1.2,0.4125,32.545226,15.52135125,7.9662095,8.6465975,8.0
8214,F,1.225,0.9625,0.325,17.08057375,7.93786,3.64291075,5.6699,10.0
8215,M,1.45,1.1375,0.4,23.60095875,11.4248485,5.556502,5.6699,9.0
8216,M,1.3125,1.0125,0.3125,23.00561925,9.2702865,4.32329875,6.520385,11.0
8217,M,1.65,1.1875,0.425,33.40988575,13.16834275,8.57572375,10.0073735,9.0
8218,F,1.675,1.3125,0.4875,41.91473575,17.78931125,8.60407325,12.6155275,17.0
8219,F,1.475,1.1375,0.3625,29.426781,13.56523575,7.10154975,8.3064035,11.0
8220,M,1.25,0.9875,0.3125,16.76872925,8.03708325,3.92640575,4.5642695,8.0
8221,F,1.35,1.0875,0.35,23.51591025,11.18387775,4.649318,6.23689,13.0
8222,M,0.825,0.6375,0.2375,5.23048275,2.59397925,1.20485375,1.70097,7.0
8223,I,1.2625,0.95,0.3,18.1153305,8.60407325,3.72795925,5.2446575,7.0
8224,F,1.15,0.9125,0.325,12.47378,5.76912325,2.59397925,4.1106775,9.0
8225,I,1.3125,1.025,0.3375,22.75047375,9.865626,4.57844425,6.6621325,9.0
8226,M,1.325,1.0625,0.4125,23.48756075,9.62465525,4.53592,5.6699,17.0
8227,M,1.6875,1.3125,0.3875,43.70075425,18.92329125,10.95708175,12.3320325,10.0
8228,I,0.825,0.625,0.2125,4.09650275,2.28213475,1.1056305,1.13398,6.0
8229,I,1.2875,0.9375,0.3,15.49300175,7.72523875,3.67126025,4.819415,8.0
8230,F,1.625,1.275,0.45,41.97143475,20.51086325,9.128539,12.757275,12.0
8231,I,1.4375,1.125,0.3375,22.75047375,11.5382465,4.422522,6.23689,8.0
8232,I,0.6375,0.4625,0.1625,2.62232875,1.1056305,0.5953395,0.7087375,6.0
8233,M,1.6,1.225,0.4125,32.10580875,14.18892475,7.27164675,8.9300925,10.0
8234,F,1.3625,1.0375,0.3625,24.67823975,10.12717875,5.82582225,7.5126175,9.0
8235,I,1.0375,0.7625,0.225,7.24329725,3.78465825,1.74349425,2.26796,7.0
8236,I,1.025,0.7875,0.2375,8.1363065,3.21766825,1.6726205,2.6365035,7.0
8237,M,1.2875,1.0125,0.3,19.6462035,8.17883075,3.345241,5.2446575,8.0
8238,M,1.525,1.2125,0.45,33.40988575,13.02659525,7.427569,9.7805775,10.0
8239,M,1.55,1.175,0.3625,27.22969475,12.23280925,5.9817445,8.221355,13.0
8240,M,1.375,1.075,0.375,21.659018,9.07184,4.32329875,6.80388,13.0
8241,I,1.2,0.925,0.2625,13.45183775,5.71242425,2.5798045,3.4869885,8.0
8242,F,1.55,1.175,0.3625,32.601925,16.62698175,6.577084,8.1363065,10.0
8243,F,1.4875,1.15,0.4125,29.540179,12.0485375,6.123492,8.3631025,15.0
8244,M,1.1625,0.9,0.2625,13.53688625,5.159609,2.59397925,4.252425,14.0
8245,I,1.1375,0.925,0.25,12.43125575,4.72019175,2.42388225,4.1106775,9.0
8246,M,1.175,0.9375,0.2875,12.5588285,4.40834725,2.87747425,4.3941725,14.0
8247,M,1.3375,1.05,0.325,22.89222125,9.42620875,5.00368675,6.80388,10.0
8248,I,1.2625,0.9625,0.3625,19.1359125,8.51902475,4.365823,5.386405,9.0
8249,F,1.125,0.9,0.2875,12.7289255,4.63514325,2.4097075,4.2807745,11.0
8250,M,1.2,0.925,0.3,16.2442635,7.427569,3.231843,4.819415,8.0
8251,M,1.5,1.175,0.4,30.40483875,14.74174,6.25106475,8.50485,10.0
8252,F,1.6,1.2875,0.375,32.6302745,16.37183625,8.8166945,8.50485,10.0
8253,M,1.4,1.125,0.375,26.365035,13.99047825,5.88252125,6.0951425,9.0
8254,M,1.625,1.3125,0.475,41.8863863,17.4349425,8.29222875,10.3475675,11.0
8255,M,1.0875,0.875,0.35,12.68640125,5.71242425,2.9199985,3.685435,8.0
8256,F,1.525,1.2125,0.45,32.41765325,11.94931425,6.81805475,9.63883,17.0
8257,F,1.8,1.425,0.5125,53.070264,25.3161035,12.8423235,13.60776,13.0
8258,F,1.1,0.8375,0.3,13.947954,6.30776375,3.118445,3.40194,7.0
8259,M,1.525,1.1625,0.425,29.21415975,13.59358525,7.4559185,7.93786,10.0
8260,I,1.35,1.05,0.3375,20.638436,9.42620875,4.01145425,6.3786375,9.0
8261,F,1.2125,0.9125,0.325,16.40018575,7.654365,3.30271675,4.3941725,9.0
8262,I,0.85,0.6625,0.1875,5.10291,2.14038725,1.37495075,1.5592225,6.0
8263,M,1.5875,1.25,0.4375,35.05415675,15.03940975,7.38504475,9.28446125,9.0
8264,I,0.45,0.3125,0.1375,0.80796075,0.2551455,0.1417475,0.2551455,5.0
8265,I,1.05,0.75,0.25,8.12213175,4.74854125,1.82854275,2.50893075,7.0
8266,I,1.5125,1.2125,0.4375,29.21415975,10.9145575,5.82582225,9.355335,21.0
8267,M,1.2875,0.9875,0.3125,17.13727275,9.07184,3.35941575,4.3941725,9.0
8268,I,1.0625,0.775,0.25,10.44679075,4.29494925,2.33883375,2.9766975,8.0
8269,M,1.6375,1.325,0.5,49.59745025,19.731252,9.3836845,13.60776,11.0
8270,F,1.5625,1.25,0.4375,34.416293,13.16834275,7.3425205,10.6310625,10.0
8271,F,1.4125,1.1,0.35,22.97726975,10.02154825,4.89028875,6.690482,10.0
8272,F,1.5625,1.2,0.4,34.0194,16.5844575,7.767763,8.164656,9.0
8273,F,1.1875,0.9375,0.3375,17.463292,7.3992195,3.061746,5.386405,8.0
8274,I,1.075,0.8125,0.25,12.2753335,5.2446575,2.5231055,3.96893,8.0
8275,I,0.85,0.6625,0.225,6.44951125,2.6365035,1.587572,1.984465,6.0
8276,I,1.175,0.8875,0.3,14.16057525,5.443104,2.9199985,3.96893,8.0
8277,F,1.4375,1.1375,0.375,28.179403,13.79203175,6.3786375,7.654365,8.0
8278,M,1.125,0.85,0.3375,12.54465375,4.72019175,2.6365035,4.1106775,10.0
8279,M,1.75,1.3125,0.4625,44.91978275,15.989118,10.58853825,12.8990225,10.0
8280,F,1.675,1.275,0.5125,41.23434775,17.0097,8.561549,13.33843975,16.0
8281,I,0.6875,0.5,0.1875,3.6570855,1.474174,0.69456275,0.9922325,6.0
8282,F,1.525,1.2125,0.425,35.210079,16.0174675,8.17883075,8.278054,9.0
8283,I,1.125,0.875,0.3,12.54465375,5.953395,2.93417325,3.8271825,8.0
8284,I,0.625,0.45,0.175,2.8632995,1.20485375,0.396893,0.63786375,6.0
8285,M,1.6,1.2625,0.4625,38.20095125,17.519991,7.35669525,11.056305,10.0
8286,F,1.2625,0.95,0.3125,20.25571775,10.5176645,4.025629,5.6982495,9.0
8287,M,1.625,1.2875,0.4375,41.560367,19.17843675,8.221355,14.0330025,11.0
8288,I,1.175,0.9,0.3,13.53688625,5.96756975,2.99087225,4.252425,8.0
8289,M,1.375,1.0625,0.3625,22.92057075,9.87980075,4.5075705,6.9456275,10.0
8290,I,0.9375,0.6875,0.225,7.04485075,3.798833,0.97805775,2.1262125,7.0
8291,I,1.1,0.775,0.2375,12.7856245,5.216308,2.59397925,3.118445,7.0
8292,F,1.525,1.2375,0.425,36.61337925,16.54193325,8.60407325,9.02931575,11.0
8293,F,1.4125,1.1375,0.375,27.03124825,11.04213025,6.50621025,7.7961125,8.0
8294,M,1.5875,1.25,0.425,34.5013415,14.5432935,9.185238,10.489315,8.0
8295,M,1.2375,0.9375,0.3625,15.6772735,6.02426875,3.89805625,4.876114,10.0
8296,F,1.3625,1.05,0.375,20.184844,8.6465975,4.09650275,6.520385,9.0
8297,I,1.025,0.7625,0.275,10.95708175,4.5075705,2.381358,2.494756,7.0
8298,F,1.6625,1.3125,0.5,42.410852,15.762322,9.65300475,12.85649825,15.0
8299,I,1.1,0.85,0.35,12.927372,5.65572525,2.5231055,3.40194,7.0
8300,F,1.475,1.1,0.4,29.63940225,12.94154675,6.30776375,8.788345,10.0
8301,F,1.4375,1.1375,0.3875,27.555714,10.90038275,6.5487345,8.0796075,9.0
8302,F,1.75,1.4,0.475,49.59745025,19.6462035,10.47514025,13.60776,15.0
8303,I,1.1625,0.9125,0.275,12.51630425,7.1724235,2.9199985,3.96893,8.0
8304,I,1.15,0.8875,0.3125,13.664459,5.329706,2.4664065,3.118445,7.0
8305,F,1.7875,1.425,0.5125,67.5001595,32.13415825,11.60912025,20.5533875,18.0
8306,I,0.575,0.375,0.1375,1.48834875,0.453592,0.35436875,0.3685435,4.0
8307,I,0.925,0.6875,0.2375,7.04485075,3.458639,1.644271,2.26796,11.0
8308,I,1.2125,0.9125,0.3125,15.932419,7.15824875,2.778251,4.479221,8.0
8309,M,1.475,1.1875,0.3875,30.51823675,12.643877,7.540967,7.7961125,10.0
8310,M,1.375,1.0625,0.325,21.72989175,9.8372765,4.8477645,6.19436575,10.0
8311,I,1.0,0.775,0.275,9.25611175,4.52174525,2.3530085,2.9766975,6.0
8312,F,1.575,1.2125,0.4375,35.13920525,16.159215,7.98038425,10.77281,11.0
8313,M,1.2875,1.0,0.3625,20.87940675,9.2135875,4.876114,6.6621325,8.0
8314,F,1.575,1.225,0.375,34.06192425,16.4710595,8.1363065,8.1363065,9.0
8315,M,1.2125,0.925,0.325,15.74814725,7.087375,3.01922175,4.6776675,8.0
8316,F,1.3,1.0,0.3,21.87163925,7.540967,5.25883225,7.37087,16.0
8317,F,1.375,1.075,0.3875,22.97726975,10.47514025,5.386405,6.80388,7.0
8318,F,1.775,1.3875,0.45,55.06890375,22.80717275,10.149121,13.324265,10.0
8319,M,1.5875,1.2375,0.475,38.4702715,16.3009625,8.901743,10.77281,9.0
8320,M,0.9625,0.7625,0.2625,7.087375,2.83495,1.6159215,2.551455,13.0
8321,M,1.4625,1.1625,0.4,28.292801,11.77921725,7.07320025,7.654365,10.0
8322,M,1.7375,1.375,0.5,52.43240025,24.73493875,12.06271225,14.17475,10.0
8323,I,0.7875,0.575,0.175,3.6003865,1.587572,0.72291225,1.13398,6.0
8324,M,1.2875,0.9625,0.3125,18.71067,8.97261675,3.7137845,5.953395,11.0
8325,F,1.5,1.175,0.4,31.62386725,13.60776,6.78970525,9.922325,10.0
8326,I,0.725,0.55,0.1375,3.005047,1.31825175,0.52446575,0.850485,4.0
8327,I,1.225,0.9375,0.3125,17.67591325,8.60407325,4.0539785,5.386405,8.0
8328,I,1.3625,1.0625,0.4,24.59319125,11.793392,4.479221,7.37087,20.0
8329,I,1.1625,0.8875,0.275,11.38232425,4.706017,2.65067825,3.8271825,7.0
8330,M,1.3,0.975,0.3375,18.10115575,8.43397625,4.5075705,4.9611625,9.0
8331,I,1.4125,1.075,0.3375,23.43086175,10.95708175,4.01145425,6.3786375,8.0
8332,M,1.625,1.2875,0.45,38.4702715,14.5999925,8.8166945,13.60776,13.0
8333,F,1.3125,1.0,0.35,20.87940675,8.34892775,4.32329875,5.5281525,11.0
8334,I,0.8875,0.675,0.2,6.59125875,3.24601775,1.1056305,1.8427175,6.0
8335,F,1.4625,1.1375,0.3875,27.612413,12.6722265,4.57844425,8.0796075,12.0
8336,I,1.3,0.9875,0.325,14.0330025,5.5848515,2.438057,4.252425,8.0
8337,I,0.7875,0.5,0.175,4.06815325,1.82854275,0.793786,1.2757275,6.0
8338,I,0.9625,0.725,0.25,8.674947,3.89805625,1.8994165,2.4097075,6.0
8339,I,0.9,0.6875,0.2125,6.59125875,2.6365035,1.54504775,1.984465,6.0
8340,F,1.5625,1.275,0.4375,39.02308675,17.5483405,8.46232575,11.056305,13.0
8341,I,1.0375,0.7875,0.225,10.375917,4.2807745,2.08368825,2.551455,6.0
8342,I,0.925,0.6875,0.225,6.64795775,2.778251,1.2757275,1.99863975,8.0
8343,F,1.75,1.4125,0.5375,49.668324,23.6151335,9.11436425,13.1825175,19.0
8344,I,0.7875,0.575,0.225,3.6003865,1.31825175,0.77961125,1.13398,7.0
8345,M,1.4,1.0125,0.3875,24.08290025,12.68640125,5.59902625,5.386405,9.0
8346,I,1.2125,0.9125,0.3375,17.4916415,8.674947,3.8271825,4.9611625,8.0
8347,F,1.5875,1.2875,0.375,39.3774555,16.85377775,8.164656,10.77281,11.0
8348,M,1.3125,1.1375,0.3875,26.251637,11.75086775,5.159609,7.2291225,9.0
8349,M,1.425,1.1375,0.4,28.76056775,12.82814875,6.010094,7.37087,10.0
8350,F,1.125,0.875,0.275,15.252031,6.8322295,3.6003865,3.8271825,7.0
8351,I,0.8875,0.675,0.2,6.08096775,3.175144,1.48834875,1.63009625,6.0
8352,I,0.925,0.6875,0.25,6.44951125,2.721552,1.5025235,2.26796,7.0
8353,F,1.4625,1.15,0.4125,28.81726675,14.21727425,6.010094,7.087375,9.0
8354,M,1.5,1.175,0.4,33.8776525,15.1669825,7.66853975,8.221355,11.0
8355,I,1.125,0.8375,0.275,11.5382465,4.63514325,2.5231055,3.8271825,8.0
8356,M,1.175,0.9125,0.3125,13.53688625,6.1518415,2.62232875,4.9611625,9.0
8357,M,1.3375,1.0,0.325,20.87940675,9.14271375,5.59902625,5.046211,9.0
8358,M,1.7,1.3375,0.45,45.5576465,20.53921275,9.53960675,12.82814875,10.0
8359,F,1.4,1.1,0.375,28.91649,12.99824575,5.8683465,8.50485,9.0
8360,I,1.15,0.8875,0.3,13.39513875,6.2652395,3.33106625,3.685435,8.0
8361,M,1.5,1.2125,0.4375,36.570855,16.782904,7.64019025,10.3475675,10.0
8362,I,1.3875,1.075,0.35,20.638436,9.07184,4.40834725,5.386405,9.0
8363,I,1.3875,1.0625,0.375,21.2904745,9.241937,4.9044635,5.2446575,8.0
8364,I,0.925,0.725,0.225,6.56290925,3.345241,1.2757275,1.97029025,7.0
8365,M,1.55,1.2125,0.45,39.405805,16.612807,8.5898985,10.489315,11.0
8366,F,1.55,1.2125,0.3875,30.730858,14.0897015,7.52679225,7.087375,11.0
8367,M,1.6125,1.2,0.475,32.601925,12.31785775,7.35669525,9.7805775,13.0
8368,M,1.9375,1.375,0.5125,56.7840485,28.10852925,13.39513875,13.097469,11.0
8369,F,1.1,0.8875,0.3125,13.664459,5.06038575,3.10427025,4.3941725,11.0
8370,M,1.4625,1.1375,0.3125,26.7902775,11.4248485,6.47786075,8.3631025,10.0
8371,M,1.4875,1.175,0.4625,28.64716975,11.94931425,5.45727875,9.4970825,21.0
8372,F,1.15,0.8375,0.275,9.28446125,4.252425,2.36718325,3.118445,13.0
8373,F,1.575,1.175,0.4625,30.4190135,10.44679075,6.39281225,9.07184,10.0
8374,M,1.6625,1.2875,0.4,38.838815,17.7751365,8.391452,11.1980525,11.0
8375,M,1.6375,1.275,0.5125,41.7588135,18.200379,9.48290775,11.963489,11.0
8376,I,1.3625,1.0625,0.3625,23.88445375,10.0073735,5.42892925,7.7961125,11.0
8377,F,1.5625,1.1625,0.425,33.0271675,11.94931425,8.278054,10.20582,15.0
8378,I,0.9375,0.6875,0.2125,6.30776375,2.65067825,1.34660125,1.984465,6.0
8379,M,1.5,1.1875,0.375,29.27085875,12.82814875,7.484268,8.7599955,10.0
8380,M,1.5875,1.3,0.4375,34.699788,14.92601175,7.7961125,10.6310625,10.0
8381,M,1.4375,1.1625,0.3875,31.70891575,15.77649675,6.633783,8.1930055,9.0
8382,F,1.625,1.3,0.4875,36.55668025,16.6411565,8.901743,10.0073735,12.0
8383,I,1.25,0.9375,0.3125,13.437663,5.96756975,2.93417325,3.98310475,8.0
8384,F,1.475,1.15,0.3875,28.36367475,13.947954,5.88252125,7.15824875,9.0
8385,I,1.325,1.0625,0.3125,23.88445375,10.77281,4.7910655,5.2446575,8.0
8386,F,1.5,1.1625,0.3875,29.937072,12.2753335,5.06038575,7.087375,10.0
8387,F,1.7125,1.4,0.4375,50.24948875,21.72989175,11.15552825,13.16834275,11.0
8388,F,1.5625,1.225,0.475,32.16250775,13.93377925,7.41339425,9.865626,12.0
8389,M,1.5375,1.2,0.425,34.1611475,13.834556,7.01650125,9.63883,10.0
8390,M,1.6,1.25,0.525,38.71124225,17.463292,8.68912175,10.489315,9.0
8391,F,1.5625,1.225,0.4125,33.1972645,13.5794105,7.75358825,9.4970825,11.0
8392,I,0.9375,0.6625,0.2125,7.3425205,2.9199985,1.68679525,2.4097075,6.0
8393,F,1.575,1.2125,0.475,38.11590275,14.5999925,6.010094,11.90679,17.0
8394,F,1.2625,1.0,0.325,18.030282,8.00873375,4.26659975,5.23048275,8.0
8395,F,1.6125,1.3125,0.475,44.21104525,19.5895045,9.96484925,11.1980525,11.0
8396,F,1.4375,1.125,0.3625,24.5790165,12.20445975,5.11708475,6.520385,10.0
8397,I,0.9,0.6625,0.2125,6.13766675,2.721552,1.06310625,1.8427175,6.0
8398,I,0.8375,0.6375,0.2,5.71242425,2.438057,1.37495075,1.5592225,6.0
